,Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Review1,Review2,Review3,Preco,n_vendidos_categoria
1110,Lote 8 Peças Roupa Infantil Menina Feminino Atacado Verão,4.0,6,0.12,DINO KIDS,N/A,Meninas,N/A,O que eu não gostei foi que não veio nenhuma das que tinha no anúncio.,Eu gostei são tudo lindos.,N/A,119.51,50
1111,Beca Formatura Completa Para Adulto Com Faixa E Canudo Azul,5.0,8,0.0,Becas & Brindes,N/A,Sem gênero,N/A,Muito bom.,"Ótima qualidade, sem defeito, tecido que não amassa com facilidade 👏🏻👏🏻 parabéns.",N/A,180.0,50
1112,Short Jeans Lança Perfume Comfort H Ve24 Azul Feminino,,0,0.0,Lança Perfume,Algodão,Feminino,Primavera/Verão,N/A,N/A,N/A,345.56,1
1113,Conjunto Mauricinho Patrulha Festa Aniversario,,0,0.0,LEÃOZINHO KIDS,N/A,Bebês,N/A,N/A,N/A,N/A,60.99,2
1114,Calça Branca Enfermagem Plus Size Feminina Com Elastano,,0,0.0,Stillger,Algodão,Feminino,Outono/Inverno,N/A,N/A,N/A,55.43,25
1115,Fita Dupla Face Adesiva Para Corpo E Roupas 3 Metros,4.7,6,0.0,N/A,N/A,Sem gênero,N/A,Muito bom ! prende muito bem na pele e na roupa !.,"Gostei muito, fixa bem na pele.",N/A,42.99,100
1116,Shorts Saia Jeans Plus Size Com Detalhes E Lycra,4.6,141,0.08,Menina Linda,Algodão,Feminino,Primavera/Verão,"Eu uso 46, comprei 48 e ficou certinha portanto comprem um número maior! e se quiser larga comprem até 2 números maior, eu amei demais a saia fica linda e tem lycra então ela se ajusta ao corpo, gostei bastante.",Coube perfeitamente e super confortável.,"É bonito e veste bem, porém a saia poderia ser mais comprida, pois fica mostrando a barra do shorts. Visto 42, mas comprei 44 pra ficar mais confortável.",66.63,1000
1117,Conjunto De Ração Branca Feminina 5 Peças Tobi Loba Roupas.,4.3,16,0.0,TOBI LOBA ROUPAS,N/A,Feminino,N/A,Muito obrigado deus abençoe muito axé 🦋🦋❤️.,Show.,Roupa ótima.,174.9,100
1118,Top Fitness Academia Franzido Costa Aberta Marquinha Biquíni,4.5,97,0.0,Lovy,Suplex,Feminino,N/A,"Eu tenho pouco peito, mas as costas largar, tenho 1,60 e 70 kilos. O g ficou perfeito, o m ficou bom, mas um pouco justo. Mas o top é maravilhoso, o tecido é de biquíni e se adapta super bem no corpo.","O acabamento não é muito bom, o viés que passa embaixo do braço e frouxo então não modela direito o peito.",Perfeito.,29.9,1000
1119,Conjunto Infantil Short Saia E Blusa Menina Roupa De Criança,4.0,3,0.0,UMB,Samaflex,Meninas,Outono/Inverno,O conjunto foi devolvido pois não serviu e o tecido é muito fino.,Adorei o conjunto mas lindo amei obrigada recomendo irei comprar novamente valeu a pena comprar.,N/A,39.98,25
1120,Calça Slouchy Myft Cintura Alta Av23 Preto Feminino,,0,0.0,My Favorite,Tecido,Feminino,Primavera/Verão,N/A,N/A,N/A,234.44,1
1121,Macacão Bebe Roupa Minions Body Festa Infantil Fantasia Luxo,,0,0.0,PANDA BABY,N/A,Bebês,Primavera/Verão,N/A,N/A,N/A,69.99,5
1122,Conjuntos Feminino Academia Kit 4 Roupas Fitness Promoção,4.7,3,0.0,Moda presente,Suplex Poliéster,Feminino,N/A,Top.,Otima.,N/A,109.9,5
1123,Kit Com 5 Bermudas Feminina Gorgurão Plus Size 36 Ao 60,,0,0.0,MultiMarcas,GORGURINHO,Feminino,Primavera/Verão,N/A,N/A,N/A,149.9,1
1124,Sacos Para Sapatos  Roupas  Bolsas Em Tnt 40 X 30cm - 100 Un,,0,0.0,Bazar de Praia,N/A,Sem gênero,N/A,N/A,N/A,N/A,239.9,1
1125,Calça Jeans Levis 505 Tradicional Elastano Loja Aurorizada,,0,0.0,Levi's,Algodao /Elastano,Masculino,Primavera/Verão,N/A,N/A,N/A,299.0,3
1126,Kit 10 Peças Roupa Infantil Masculina 5 Camiseta + 5 Bermuda,4.5,641,0.09,AMEIXAKIDS,N/A,Meninos,N/A,"Produtos perfeito , tecido maravilhoso , meu filho amou , superou minhas expectativas.
Parabens.","Amei, ficou perfeito, ele tem 1 ano e 9 meses, pedi de 4 anos a roupa, ficou um pouco grande, mas é bom que não perde tão rápido.",Muito bom.,135.64,1000
1127,Short Jeans Plus Size Feminino Cintura Alta Com Lycra Shorts,,0,0.06,Stillger,Algodão,Feminino,Primavera/Verão,N/A,N/A,N/A,72.61,2
1128,Conjunto Tematico Arca De Noe Completo Menino,,0,0.0,N/A,N/A,Bebês,N/A,N/A,N/A,N/A,89.99,5
1129,Kit 10 T-shirts Blusas Feminina Roupas Atacado Revenda,4.0,172,0.0,MultiMarcas,N/A,Feminino,Primavera/Verão,"Péssimo, material ruin,umas veio desbotadas,e uma veio com um rasgado,pelo valor não compensa fiquei decepcionada,não não vou devolver pq não tenho tempo de ficar indo em correios,para sair não dá ,elas só serve para ficar dentro de casa mesmo.",Blusinhas de baixa qualidade e valor. Impossível obter lucro quem for comprar para revender. Vale no máximo r$15 cada.,"Só uma observação, as estampas da capa não vieram, poderia variar não veio nem uma listatada. . No mais são perfeitas e lindas tecido bom amei.",197.0,1000
1130,Calça Moletom Masculina Flanelada Sem Punho Malwee,5.0,8,0.13,Malwee,Algodão,Masculino,Outono/Inverno,Ótimo produto.,Gostei muito do produto.,Malwee é ótima como sempre!.,139.79,25
1131,Bermuda De Moletom Puma Essentials 10 - Masculina,,0,0.26,Puma,Algodão,Masculino,Outono/Inverno,N/A,N/A,N/A,149.99,3
1132,Top Fitness Feminino Roupas Para Academia Ginástica Suplex,4.7,7,0.27,N/A,N/A,Feminino,N/A,"Tecido bom, não fica transparente.","Material de ótima qualidade e costura muito boa, serviu certinho.","Tamanho certinho, gostei bastante mas o tecido pinica um pouco e algumas costuras estão tortas e sobrepostas. Mas o custo benefício é bom sim, recomendo.",28.9,100
1133,3000 Lacres De Autenticidade Pendurar Tag Etiqueta Em Roupas,4.7,16,0.1,universo textil,N/A,Sem gênero,N/A,Ele não lacra. Ele fecha mas a pessoa consegue abrir para roupas de loja preciso de que fique impossível abrir o lacre. Não gostei.,Maravilhoso adorei super recomendo muito.,"Pratico e boa qualidade ,indico.",174.4,1000
1134,Cabide Infantil Azul Reforçado 8mm - 25 Unidades,5.0,3,0.0,Amilplast,N/A,Bebês,N/A,Produto bem resistente. Qualidade melhor do que imaginava. Fiz até uma nova compra de mais.,Súper recomendó excelente.,N/A,31.9,50
1135,Bermuda Masculino Com Bolsos Short Cargo Roupas Masculinas,4.7,7,0.0,FDM,Algodão,Masculino,Primavera/Verão,Ótimo produto.,"É com muita satisfação que venho deixar minha opinião.
Comprei duas e são perfeitas , vestem muito bem. A verde é linda a cor.","Corresponde a expectativa, tem cara de coisa boa. Resistente.",52.9,5
1136,Calça Esportiva Forrada Microfibra Tactel Adulto Plus Size,,0,0.0,PAROLLI,Poliéster,Masculino,Outono/Inverno,N/A,N/A,N/A,55.94,25
1137,Kit 10 Cuecas Box Lupo Algodão Boxer Masculina Cotton Com Nf,4.5,795,0.44,Lupo,Algodão Cotton,Masculino,Primavera-verão - Outono-Inverno,"Visualmente falando, as cuecas são bonitas e demonstram ter qualidade. Entretanto, com o decorrer do uso, nota-se que a qualidade do referido produto caiu bastante (ou então não é original), o que é lamentável. Em pouco tempo, as cuecas se rasgaram na parte interna da coxa, devido ao atrito das coxas, fato que em outras épocas não acontecia.","Assim, como outros comentários e avaliações, a perna ou na coxa é bem justo mesmo, aí peguei a g e ficou bom na perna mas o elástico da cintura ficou levemente folgado, e o elástico é estreito,o que me preocupa com mais tempo fé uso, mas as cuecas são boas, talvez o molde da peça não seja compatível com o desenho do meu corpo.","Comprei anteriormente por duas vezes, ou seja, fiz uma recompra por acha-lo satisfatório e por último comprei para o meu filho, sendo assim, o mesmo produto foi comprado por três vezes. Excelente.",317.9,10000
1138,6 Máscara Lupo De Proteção Dupla Reutilizável Antimicrobiana,4.8,258,0.2,Lupo,N/A,N/A,N/A,Maravilhosas!!!! testei varias mascaras e essas foram as que mais valeram a pena.,"Comprei das brancas. São de um tom mais para o branco gelo e originais. Depois das máscaras descartáveis é a melhor que há quando se leva em conta o ajuste ao rosto, conforto, e segurança. Bem leve, não incomoda na orelha e não fica saindo quando fala, excelente produto!.","Boa máscara, não machuca a orelha, não fica com mau cheiro e é bem confortável, tanto para rostos mais largos, quanto mais finos.",99.99,1000
1139,Kit 3 Short Jeans Cintura Alta Levanta Bumbum Destroyed,4.6,68,0.1,Menina Linda,Algodão,Feminino,Primavera/Verão,Amei fica super confortável voltarei pra comprar mais uso 40 comprei 42 ficou ótimo não fica muito curto nota 10.,Dois no tamanho certo e um na numeração errada muito pequeno. Olias o mais bonito pequeno.,"Vieram quase perfeito, 2 deles vieram ótimos, só 1 deles que veio largo, na cor claro, parece até que era outro número. Fora isso tá ok. A qualidade do tecido é ótima, os tons tbm 💜.",129.91,100
1140,Roupa Ballet Infantil  Manga Longa 7 Peças,4.4,11,0.0,GRAN BALLET,N/A,Meninas,N/A,Bom.,A roupa muito boa porém a meia não ? a usada para balé.,"A roupa ficou boa, mais a meia calça é pequena e o tecido é péssimo, a sapatilha não é nada bonita e parece um plástico.",159.0,100
1141,Roupa Terno Infantil Menino Batizado Casamento Pajem Festa,4.8,74,0.13,Nz Kids,Algodão,menino,N/A,"Comprei para meus dois filhos,o tamanho 8 ficou bom,mas o 16 é pequeno,meu filho tem 12 anos comprei o 16 na intenção de ficar maior um pouco o batismo será em junho ,vou ter que comprar outra calça separada pois essa é impossível ele usar.",N/A,"Eu amei. Ficou perfeita. Mas eu errei um pouco no tamanho. Pois meu sobrinho tem 08 anos e comprei tamanho 12, com medo óbvio de ficar pequena demais, mas ficou muito grande, então eu indico 08 anos comprar tamanho 10 que vai dar certinho 😍 mas muito bom material excelente estou apaixonada 🥰.",169.81,100
1142,Kit Body Bore Bori  Menino Menina Procurando Nemo Touca,,0,0.0,GSP KIDS,N/A,Bebês,Outono/Inverno,N/A,N/A,N/A,35.2,1
1143,Kit 2 Roupa Jeans Feminino  Cintura Alta Com Lycra,5.0,4,0.0,Mr Jeans,Jean,Feminino,Primavera/Verão,"Eu comprei uma numeração menor errada. Ficou justa, mas dá para usar. É lindo e confortável.",N/A,N/A,99.9,25
1144,Capa Protetora Transparente Para Mala De Viagem Tam. Extra G,,0,0.0,s/m.,N/A,N/A,N/A,N/A,N/A,N/A,44.72,25
1145,Kit 4 Cuecas Boxer Box Microfibra Básica Casual Premium,5.0,1,0.0,k thor,Microfibra,Masculino,N/A,Veio as 4 da mesma cor poderia se cores diferentes.,N/A,N/A,33.9,5
1146,Calça Jeans Plus Size Feminina Preta Cintura Alta Com Lycra,,0,0.0,Stillger,Algodão,Feminino,Outono/Inverno,N/A,N/A,N/A,62.36,1
1147,Roupas Femininas Shorts Jeans Cós Alto - Kit 2,4.7,7,0.0,Mr Jeans,Jean,Feminino,Primavera/Verão,"Confortável,qualidade muito boa.","Gostei muito, veio como o esperado.",Produto de boa qualidade veste super bem amei.,109.8,100
1148,Body + Saia + Laço Chuva De Benção Roupa De Bebe Mesversário,4.8,60,0.15,Laura Chic Baby,N/A,Bebês,Primavera/Verão,Produto excelente comparei novamente os seguintes meses.,As meias não acompanha o conjunto.,"Produto de ótima qualidade, amei.",52.83,500
1149,Suporte Masculino Adulto Evidence Ballet,5.0,6,0.0,Evidence Ballet,N/A,Masculino,N/A,Excelente produto.,"Produto mt bom! material de qualidade. O tamanho foi ideal, estava em dúvida entre m ou g, peguei g e deu certinho.","Muito bom!!!! amei, achei confortável.",119.0,5
1150,3 Pijamas Infantis Feminino Verão Roupa De Dormir Algodão,4.8,5,0.0,Isikids,meia malha,Meninas,Primavera/Verão,"Ficou maravilhoso, minha neta adorou não sei se vai encolher pq ainda não lavei. Mas e maravilhoso.",N/A,N/A,86.16,50
1151,Bermuda California Prime Elástico Cargo Militar,,0,0.0,California Prime,Algodão,Masculino,Outono/Inverno,N/A,N/A,N/A,149.99,3
1152,Calça Social Plus Size Feminina Roupa 50 Ao 54,4.5,91,0.16,Annalu Uniformes,Two Way Bi elastic,Feminino,Outono/Inverno,"Levei em consideração o tamanho da tabela e ficou grande, tive que devolver e peguei no tamanho que eu uso e ficou perfeita! tecido bom, fino mas nada transparente. Recomendo o produto.
Compre do tamanho que você usa e não pela tabela.","A calça ficou do tamanho certo, mas as costuras não são reforçadas, a costura do ziper abriu logo nas primeiras vezes que usei. Em todas as calças. Precisa melhorar este detalhe.","Eu gostei muito do tecido,a única parte negativa e que deixou a desejar foram os bolsos da calça que não tinha, como estava na ilustração.",69.54,1000
1153,"Termocolante D Time Paris Saint Germain Com 12, Time Futebol",,0,0.06,Lika Loka,N/A,N/A,N/A,N/A,N/A,N/A,29.19,5
1154,Kit 20 Peças Roupa Infantil Menino =10 Camisetas + 10 Shorts,4.5,900,0.09,Imperio Kids,N/A,Meninos,N/A,Eu fui surpreendida pela qualidade do produto confesso q não esperava tanta qualidade por um preço tão acessível por cada peça q paguei compraria mil vzs e indicaria mil vezes tbm pois valeu super apena cada peça linda e tecido 100%algodão. Enfim amei tuudo.,Pedi o kit e so veio 9 conjunto de short e camiseta ai eles falou que ia mandar o que faltou e nao mandaram ate agora e quando eu mando mensagem perguntando eles nem responde.,O produto é muito bom achei perfeito se sua criança não for gordinha pode pega o tamanho da idade msm pq meu filho tem 4 anos e o 6 anos ficou grande daí fui e comprei 4 e deu certo pq ele tava precisando pra usa agora a 6 ele só vai usa bem mais pra frente.,211.1,5000
1155,Bermuda Infantil Jeans Masculino Roupa Short Menino,4.8,22,0.0,Nacional,Jeans,Meninos,Primavera/Verão,"Gostei bastante, é um jeans grosso e de otima qualidade, e eu nem sabia que estava incluso cinto, entao superou as minhas expectativas.","É perfeito ,ficou certinho.",Só a cor se mostra mais escura q a foto.,44.99,100
1156,Body Bebê Estampado + Calça Kit C/12 Pçs Roupa Bebê Atacado,5.0,22,0.0,A Sorriso Baby Confecções LTDA,N/A,Bebês,N/A,"Gente eu amei, maravilhosas, tecido ótimo, preço justo, só uma dica não comprem p comprem m, achei o p tão pequeno kk, mas eu tbem não tinha noção.",Gostei.,"Produto de muita qualidade, vale muito a pena, comprarei mais.",147.48,100
1157,Calça Jeans Masculina Atacado Sarja Slim Fit Skinny Lycra,3.6,21,0.0,Rebeldecat,Jeans,Masculino,Primavera/Verão,Linda a calça satisfeita.,Não lavei ainda.,"Calça e até boa, não perdeu a cor de primeira lavagem, porém os bolso tudo rasgado.",49.97,100
1158,Conjunto Feminino Branco 3pçs Luxo Umbanda Candomblé Orixá,5.0,6,0.0,FENIX ROUPAS AFRO RELIGIOSAS,N/A,Feminino,N/A,"Deu de presente, ficou excelente e confortável.",Eu achei uma perfeição.,Adorei superou minhas expectativas.,159.9,25
1159,Bermuda Fitness Tapa Bumbum Roupa Feminina Academia Revenda,,0,0.45,Própria,Poliéster,Feminino,Primavera/Verão,N/A,N/A,N/A,52.9,5
1160,Kit Com 4 Cueca Box Zorba Algodão - Boxer Sem Costura 781,4.7,215,0.25,Zorba,Algodão,Masculino,Primavera-verão Outono-inverno,"Ótimo produto, comprei 4 vezes já.","Produtos conforme anunciados e fotos! tecidos macios, que não machucam. Não desbotou e não encolheu com as lavagens! recomendo.","Produto de excelente qualidade, não encolhe, não desbota. Super confortável, meu marido e meu filho amaram, vou comprar mais com certeza.",105.99,1000
1161,Kit 8 Pçs Roupa Infantil 4 Conjunto Menino De Frio Atacado,4.4,140,0.16,Produto Nacional,N/A,Meninos,N/A,"Meu filho de 2 ano e 6 meses pedi o número 6 já para não ter problema, mas mesmo assim as camisas não passa na cabeça de tão apertada que é, as calças do mesmo jeito muito apertada no comprimento tá bom mas a largura é péssima e o tecidos até que é bom.",Excelente.,"Amei , tudo lindo meu filho ficou lindão. Recomendo top de mais qualidade excelente.",159.31,500
1162,Kit 2 Bermudas Plus Size Costura Reforçada Academia Verão,4.5,2,0.0,Bermuda Shorts Fitness Atacado,Poliéster,Feminino,Primavera/Verão,"Tecido bom custo benefício bom tudo ok a única observação é em relação ao tamanho ,ñ são pequenas mas pelo fato de ser pluz tamanho especial poderia ser um. Pouquinho maior nas nernas quanto a lavagem ainda ñ lavei ñ posso afirmar se desbotar ou encolhe mas pelo que parece o tecido é de boa qualidade acredito que ñ desbite nem escolha.
Obs: ficaria ainda melhor se tivesse elastico na cintura pra ajustar e evitar dever ou enrolar ao sentar nota 9. 8.",N/A,N/A,48.4,5
1163,Calça Levi's 505 Masculina Sarja Com Elastano - Cor Preta,4.9,7,0.0,Levi's,Sarja,Masculino,Outono/Inverno,Gostei ficou ótimo.,Excelente.,Muito boa. Errei em comprar um número a mais.,319.0,50
1164,Luvinhas Recém Nascido Kit Com 6 Pares Enxoval Para Bebês,4.8,25,0.11,TETE Baby,N/A,Bebês,N/A,"O capricho com a venda é sem palavras! ganhei junto uma cartinha e um cheirinho pra colocar no guardar-roupa que eu amei.
Sobre o produto, é de ótima qualidade, o tecido bem quentinho, um pouco maior do que imaginei medindo as luvas que ele tem em casa de rn, e que já estão justas ou pequenas, mas já da pra ele usá-las agora de qualquer forma, com 4 meses e vai usar ainda por mais tempo. Então, foi positivo serem de formato maior porque no punho fica bem firme e mãozinha cabe sobrando um pouquinho.
Obrigada, excelente!.",Amei. 😍😍.,Lindos e ficou perfeito amei super recomendo.,31.59,100
1165,Conjunto Blackout Zero Transparência  Preto,4.6,202,0.2,MODELLA,Suplex,Feminino,N/A,N/A,"Simplesmente perfeito! 0 transparência e o tecido é de ótima qualidade. Eu amei!! tenho 1,75 e peso 89kg. Quadril 117, uso 44 e até 46. Se for mais que isso não serve.","O produto tem a qualidade boa. Realmente não é transparente e o top não é curto, é como se fosse um cropped. A calça aperta um pouco mas é só o tempo de ela ceder. Indico e compraria novamente.",79.92,1000
1166,Kit 2 Short Jeans Plus Size Feminino Cintura Alta Com Lycra,,0,0.11,Menina Linda,Algodão,Feminino,Primavera/Verão,N/A,N/A,N/A,139.59,5
1167,Roupa Menino Festa Calça Camisa Social Infantil Casamento,4.8,8,0.0,RAFITAS MODA INFANTIL,Sarja,Meninos,Outono/Inverno,"Conjunto perfeito em tudo.
Ficou lindo. Super recomendo.",Muito bom o conjunto de roupas.,Gostei bastante muito lindo ficou perfeito.,140.0,50
